   ,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_amount,Ad_Date,Location,Device,Keyword,CTR,CPC,Conversion Rate,Cost per conversion,Return on AD spend
A3096,Data Analytics Course,98,3967,$214.51,12,5,5.10%,"$1,180",11/8/2024,Hyderabad,Desktop,Analytics For Data,2.47%,$2.19,5.10%,$42.90,5.50
A3097,Data Analytics Course,109,3089,$190.00,0,7,3.80%,"$1,779",11/1/2024,Hyderabad,Tablet,Data Analytics Online,3.53%,$1.74,6.42%,$27.14,9.36
A3098,Data Analytics Course,168,3219,$193.16,12,7,3.70%,"$1,395",23/11/2024,Hyderabad,Mobile,Online Data Analytics,5.22%,$1.15,4.17%,$27.59,7.22
A3101,Data Analytics Course,173,5270,$233.33,11,7,4.00%,"$1,783",16/11/2024,Hyderabad,Desktop,Analytics For Data,3.28%,$1.35,4.05%,$33.33,7.64
A3102,Data Analytics Course,184,3239,$221.33,25,10,5.40%,"$1,557",11/4/2024,Hyderabad,Desktop,Online Data Analytics,5.68%,$1.20,5.43%,$22.13,7.03
A3103,Data Analytics Course,174,4054,$201.25,15,7,0.00%,"$1,514",23/11/2024,Hyderabad,Mobile,Learn Data Analytics,4.29%,$1.16,4.02%,$28.75,7.52
A3104,Data Analytics Course,196,5448,$232.55,30,8,4.10%,"$1,694",14/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.60%,$1.19,4.08%,$29.07,7.28
A3105,Data Analytics Course,193,4518.5,$238.80,20,5,4.00%,"$1,327",11/2/2024,Hyderabad,Mobile,Data Analytics Training,4.27%,$1.24,2.59%,$47.76,5.56
A3106,Data Analytics Course,97,3937,$197.37,14,10,10.30%,"$1,160",22/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.46%,$2.03,10.31%,$19.74,5.88
A3107,Data Analytics Course,128,4175,$200.11,12,10,5.90%,"$1,599",20/11/2024,Hyderabad,Desktop,Data Analytics Online,3.07%,$1.56,7.81%,$20.01,7.99
A3108,Data Analytics Course,143,5780,$237.51,24,4,5.40%,"$1,440",15/11/2024,Hyderabad,Mobile,Data Analytics Online,2.47%,$1.66,2.80%,$59.38,6.06
A3109,Data Analytics Course,0,3809,$202.28,17,9,5.90%,"$1,031",17/11/2024,Hyderabad,Desktop,Data Analytics Course,0.00%,$0.00,0.00%,$22.48,5.10
A3110,Data Analytics Course,83,3684,$203.47,0,0,0.00%,"$1,805",17/11/2024,Hyderabad,Tablet,Data Analytics Course,2.25%,$2.45,0.00%,$0.00,8.87
A3111,Data Analytics Course,189,3226,$236.68,14,6,3.20%,"$1,364",11/6/2024,Hyderabad,Tablet,Analytics For Data,5.86%,$1.25,3.17%,$39.45,5.76
A3112,Data Analytics Course,165,4978,$180.25,12,4,5.80%,"$1,123",14/11/2024,Hyderabad,Tablet,Online Data Analytics,3.31%,$1.09,2.42%,$45.06,6.23
A3113,Data Analytics Course,172,5041,$189.31,22,10,0.00%,"$1,645",11/7/2024,Hyderabad,Mobile,Data Analytics Training,3.41%,$1.10,5.81%,$18.93,8.69
A3114,Data Analytics Course,183,4124,$186.66,24,6,3.30%,"$1,183",28/11/2024,Hyderabad,Tablet,Data Analytics Course,4.44%,$1.02,3.28%,$31.11,6.34
A3115,Data Analytics Course,196,3143,$238.22,28,7,3.60%,"$1,234",11/8/2024,Hyderabad,Mobile,Data Analytics Online,6.24%,$1.22,3.57%,$34.03,5.18
A3116,Data Analytics Course,98,4505,$209.36,27,5,0.00%,"$1,186",29/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.18%,$2.14,5.10%,$41.87,5.66
A3117,Data Analytics Course,158,3736,$226.99,11,8,0.00%,"$1,606",29/11/2024,Hyderabad,Tablet,Data Analytics Training,4.23%,$1.44,5.06%,$28.37,7.08
A3118,Data Analytics Course,104,5949,$216.60,28,4,3.80%,"$1,102",10/11/2024,Hyderabad,Mobile,Analytics For Data,1.75%,$2.08,3.85%,$54.15,5.09
A3119,Data Analytics Course,84,4625,$226.02,13,5,0.00%,"$1,969",14/11/2024,Hyderabad,Desktop,Online Data Analytics,1.82%,$2.69,5.95%,$45.20,8.71
A3120,Data Analytics Course,128,5022,$188.96,26,6,4.70%,"$1,108",11/2/2024,Hyderabad,Mobile,Data Analytics Training,2.55%,$1.48,4.69%,$31.49,5.86
A3121,Data Analytics Course,99,5483,$180.04,0,5,5.00%,"$1,687",4/11/2024,Hyderabad,Desktop,Analytics For Data,1.81%,$1.82,5.05%,$36.01,9.37
A3122,Data Analytics Course,107,5491,$217.98,17,10,9.30%,"$1,480",11/11/2024,Hyderabad,Mobile,Online Data Analytics,1.95%,$2.04,9.35%,$21.80,6.79
A3123,Data Analytics Course,86,4078,$208.92,26,3,3.50%,"$1,698",11/6/2024,Hyderabad,Mobile,Data Analytics Course,2.11%,$2.43,3.49%,$69.64,8.13
A3124,Data Analytics Course,0,3052,$245.45,24,6,0.00%,"$1,769",28/11/2024,Hyderabad,Desktop,Data Analytics Online,0.00%,$0.00,0.00%,$40.91,7.21
A3125,Data Analytics Course,88,3708,$225.76,10,5,3.60%,"$1,667",12/11/2024,Hyderabad,Tablet,Data Analytics Training,2.37%,$2.57,5.68%,$45.15,7.38
A3126,Data Analytics Course,141,5314,$184.34,29,10,7.10%,"$1,271",19/11/2024,Hyderabad,Mobile,Online Data Analytics,2.65%,$1.31,7.09%,$18.43,6.89
A3127,Data Analytics Course,193,3566,$212.73,19,7,3.60%,"$1,311",11/4/2024,Hyderabad,Desktop,Data Analytics Online,5.41%,$1.10,3.63%,$30.39,6.16
A3128,Data Analytics Course,185,4839,$193.99,26,6,3.20%,"$1,492",4/11/2024,Hyderabad,Desktop,Data Analytics Training,3.82%,$1.05,3.24%,$32.33,7.69
A3130,Data Analytics Course,147,4371,$243.04,26,9,6.10%,"$1,776",18/11/2024,Hyderabad,Desktop,Online Data Analytics,3.36%,$1.65,6.12%,$27.00,7.31
A3131,Data Analytics Course,197,5697,$243.72,13,3,0.00%,"$1,154",6/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.46%,$1.24,1.52%,$81.24,4.73
A3132,Data Analytics Course,81,3096,$228.47,22,3,3.70%,"$1,386",22/11/2024,Hyderabad,Tablet,Analytics For Data,2.62%,$2.82,3.70%,$76.16,6.07
A3133,Data Analytics Course,198,4163,$218.64,11,6,3.00%,"$1,904",30/11/2024,Hyderabad,Tablet,Learn Data Analytics,4.76%,$1.10,3.03%,$36.44,8.71
A3134,Data Analytics Course,155,5150,$224.60,24,7,3.90%,"$1,146",11/4/2024,Hyderabad,Tablet,Data Analytics Course,3.01%,$1.45,4.52%,$32.09,5.10
A3135,Data Analytics Course,181,3948,$223.51,17,4,5.70%,"$1,075",10/11/2024,Hyderabad,Mobile,Analytics For Data,4.58%,$1.23,2.21%,$55.88,4.81
A3136,Data Analytics Course,108,3126,$248.94,12,3,2.80%,"$1,942",16/11/2024,Hyderabad,Tablet,Analytics For Data,3.45%,$2.31,2.78%,$82.98,7.80
A3137,Data Analytics Course,114,5551,$195.44,30,5,4.40%,"$1,255",15/11/2024,Hyderabad,Tablet,Analytics For Data,2.05%,$1.71,4.39%,$39.09,6.42
A3138,Data Analytics Course,146,5712,$221.73,26,5,0.00%,"$1,201",11/12/2024,Hyderabad,Mobile,Analytics For Data,2.56%,$1.52,3.42%,$44.35,5.42
A3139,Data Analytics Course,89,4175,$194.22,11,3,5.50%,"$1,370",22/11/2024,Hyderabad,Desktop,Data Analytics Training,2.13%,$2.18,3.37%,$64.74,7.05
A3140,Data Analytics Course,82,4518.5,$215.57,30,8,9.80%,"$1,511",17/11/2024,Hyderabad,Desktop,Learn Data Analytics,1.81%,$2.63,9.76%,$26.95,7.01
A3141,Data Analytics Course,98,5728,$230.52,14,10,0.00%,"$1,322",7/11/2024,Hyderabad,Mobile,Data Analytics Training,1.71%,$2.35,10.20%,$23.05,5.73
A3142,Data Analytics Course,87,3161,$244.49,24,8,9.20%,"$1,161",11/6/2024,Hyderabad,Tablet,Data Analytics Online,2.75%,$2.81,9.20%,$30.56,4.75
A3143,Data Analytics Course,146,4773,$248.27,30,6,4.10%,"$1,304",11/1/2024,Hyderabad,Tablet,Online Data Analytics,3.06%,$1.70,4.11%,$41.38,5.25
A3144,Data Analytics Course,0,3385,$208.31,25,10,0.00%,"$1,972",16/11/2024,Hyderabad,Mobile,Analytics For Data,0.00%,$0.00,0.00%,$20.83,9.47
A3145,Data Analytics Course,122,5600,$223.06,12,3,2.50%,"$1,061",18/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.18%,$1.83,2.46%,$74.35,4.76
A3146,Data Analytics Course,153,4218,$228.36,16,7,4.60%,"$1,178",3/11/2024,Hyderabad,Mobile,Data Analytics Online,3.63%,$1.49,4.58%,$32.62,5.16
A3147,Data Analytics Course,108,3358,$184.10,28,4,3.70%,"$1,888",16/11/2024,Hyderabad,Desktop,Analytics For Data,3.22%,$1.70,3.70%,$46.03,10.26
A3148,Data Analytics Course,147,3021,$200.17,20,4,2.70%,"$1,718",18/11/2024,Hyderabad,Mobile,Analytics For Data,4.87%,$1.36,2.72%,$50.04,8.58
A3149,Data Analytics Course,121,4477,$224.77,28,10,8.30%,"$1,604",17/11/2024,Hyderabad,Tablet,Data Analytics Online,2.70%,$1.86,8.26%,$22.48,7.14
A3150,Data Analytics Course,112,4073,$180.24,30,4,0.00%,"$1,628",11/12/2024,Hyderabad,Tablet,Data Analytics Training,2.75%,$1.61,3.57%,$45.06,9.03
A3151,Data Analytics Course,127,5172,$204.19,10,4,3.10%,"$1,183",20/11/2024,Hyderabad,Mobile,Data Analytics Online,2.46%,$1.61,3.15%,$51.05,5.79
A3152,Data Analytics Course,192,5896,$201.18,30,9,5.00%,"$1,589",30/11/2024,Hyderabad,Desktop,Data Analytics Course,3.26%,$1.05,4.69%,$22.35,7.90
A3153,Data Analytics Course,174,3427,$223.77,20,7,3.60%,"$1,293",15/11/2024,Hyderabad,Desktop,Analytics For Data,5.08%,$1.29,4.02%,$31.97,5.78
A3154,Data Analytics Course,166,4176,$243.10,16,9,4.10%,"$1,147",24/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.98%,$1.46,5.42%,$27.01,4.72
A3155,Data Analytics Course,98,5835,$232.82,19,6,0.00%,"$1,989",11/2/2024,Hyderabad,Mobile,Data Analytics Online,1.68%,$2.38,6.12%,$38.80,8.54
A3156,Data Analytics Course,191,5438,$244.10,19,5,0.00%,"$1,203",11/8/2024,Hyderabad,Tablet,Learn Data Analytics,3.51%,$1.28,2.62%,$48.82,4.93
A3157,Data Analytics Course,89,4936,$199.91,16,4,5.90%,"$1,543",14/11/2024,Hyderabad,Desktop,Data Analytics Course,1.80%,$2.25,4.49%,$49.98,7.72
A3158,Data Analytics Course,180,3526,$215.57,15,7,3.90%,"$1,336",16/11/2024,Hyderabad,Mobile,Online Data Analytics,5.10%,$1.20,3.89%,$30.80,6.20
A3159,Data Analytics Course,91,5509,$186.22,29,5,5.50%,"$1,928",11/2/2024,Hyderabad,Mobile,Learn Data Analytics,1.65%,$2.05,5.49%,$37.24,10.35
A3160,Data Analytics Course,114,5748,$184.76,16,8,7.00%,"$1,490",21/11/2024,Hyderabad,Desktop,Data Analytics Online,1.98%,$1.62,7.02%,$23.10,8.06
A3161,Data Analytics Course,80,5155,$217.30,28,5,0.00%,"$1,316",12/11/2024,Hyderabad,Tablet,Data Analytics Course,1.55%,$2.72,6.25%,$43.46,6.06
A3162,Data Analytics Course,127,4537,$247.11,17,7,4.30%,"$1,451",18/11/2024,Hyderabad,Tablet,Analytics For Data,2.80%,$1.95,5.51%,$35.30,5.87
A3163,Data Analytics Course,84,5468,$227.36,13,4,4.80%,"$1,228",26/11/2024,Hyderabad,Tablet,Data Analytics Course,1.54%,$2.71,4.76%,$56.84,5.40
A3164,Data Analytics Course,182,4390,$239.33,11,7,5.20%,"$1,799",27/11/2024,Hyderabad,Tablet,Data Analytics Training,4.15%,$1.32,3.85%,$34.19,7.52
A3165,Data Analytics Course,105,5883,$180.07,20,4,3.80%,"$1,586",11/5/2024,Hyderabad,Mobile,Data Analytics Course,1.78%,$1.71,3.81%,$45.02,8.81
A3166,Data Analytics Course,162,3120,$245.58,30,6,3.70%,"$1,952",6/11/2024,Hyderabad,Mobile,Data Analytics Training,5.19%,$1.52,3.70%,$40.93,7.95
A3167,Data Analytics Course,118,4377,$219.81,21,4,3.40%,"$1,290",14/11/2024,Hyderabad,Desktop,Analytics For Data,2.70%,$1.86,3.39%,$54.95,5.87
A3168,Data Analytics Course,131,5719,$183.69,12,7,5.30%,"$1,555",23/11/2024,Hyderabad,Mobile,Data Analytics Training,2.29%,$1.40,5.34%,$26.24,8.47
A3169,Data Analytics Course,116,4250,$186.34,12,3,2.60%,"$1,043",30/11/2024,Hyderabad,Desktop,Analytics For Data,2.73%,$1.61,2.59%,$62.11,5.60
A3170,Data Analytics Course,80,5648,$239.26,10,6,7.50%,"$1,005",20/11/2024,Hyderabad,Mobile,Data Analytics Course,1.42%,$2.99,7.50%,$39.88,4.20
A3171,Data Analytics Course,81,3394,$187.24,12,6,7.40%,"$1,227",12/11/2024,Hyderabad,Tablet,Data Analytics Course,2.39%,$2.31,7.41%,$31.21,6.55
A3172,Data Analytics Course,189,5117,$197.90,20,8,4.20%,"$1,710",28/11/2024,Hyderabad,Mobile,Analytics For Data,3.69%,$1.05,4.23%,$24.74,8.64
A3173,Data Analytics Course,128,3861,$232.11,30,10,0.00%,"$1,636",18/11/2024,Hyderabad,Tablet,Data Analytics Course,3.32%,$1.81,7.81%,$23.21,7.05
A3174,Data Analytics Course,182,3303,$238.40,17,4,2.20%,"$1,695",11/5/2024,Hyderabad,Desktop,Data Analytics Online,5.51%,$1.31,2.20%,$59.60,7.11
A3176,Data Analytics Course,137,3720,$237.22,24,5,3.60%,"$1,811",10/11/2024,Hyderabad,Mobile,Online Data Analytics,3.68%,$1.73,3.65%,$47.44,7.63
A3177,Data Analytics Course,106,5789,$183.62,19,3,2.80%,"$1,838",16/11/2024,Hyderabad,Desktop,Data Analytics Online,1.83%,$1.73,2.83%,$61.21,10.01
A3178,Data Analytics Course,102,5113,$206.65,27,6,5.90%,"$1,466",19/11/2024,Hyderabad,Mobile,Data Analytics Course,1.99%,$2.03,5.88%,$34.44,7.09
A3179,Data Analytics Course,155,3234,$204.47,12,4,2.60%,"$1,401",16/11/2024,Hyderabad,Desktop,Learn Data Analytics,4.79%,$1.32,2.58%,$51.12,6.85
A3180,Data Analytics Course,85,3088,$234.24,24,4,4.70%,"$1,210",11/7/2024,Hyderabad,Tablet,Analytics For Data,2.75%,$2.76,4.71%,$58.56,5.17
A3181,Data Analytics Course,126,5114,$233.27,30,5,0.00%,"$1,197",15/11/2024,Hyderabad,Tablet,Data Analytics Online,2.46%,$1.85,3.97%,$46.65,5.13
A3182,Data Analytics Course,96,5070,$210.63,27,10,10.40%,"$1,653",18/11/2024,Hyderabad,Tablet,Online Data Analytics,1.89%,$2.19,10.42%,$21.06,7.85
A3183,Data Analytics Course,128,4445,$200.52,14,4,3.10%,"$1,861",11/5/2024,Hyderabad,Tablet,Learn Data Analytics,2.88%,$1.57,3.13%,$50.13,9.28
A3184,Data Analytics Course,151,3656,$199.96,26,7,5.10%,"$1,566",17/11/2024,Hyderabad,Desktop,Online Data Analytics,4.13%,$1.32,4.64%,$28.57,7.83
A3185,Data Analytics Course,95,3583,$223.37,22,9,3.30%,"$1,821",29/11/2024,Hyderabad,Desktop,Online Data Analytics,2.65%,$2.35,9.47%,$24.82,8.15
A3186,Data Analytics Course,193,4790,$247.69,23,5,2.60%,"$1,687",24/11/2024,Hyderabad,Mobile,Data Analytics Online,4.03%,$1.28,2.59%,$49.54,6.81
A3187,Data Analytics Course,90,3235,$211.40,29,10,11.10%,"$1,290",19/11/2024,Hyderabad,Tablet,Analytics For Data,2.78%,$2.35,11.11%,$21.14,6.10
A3188,Data Analytics Course,175,3832,$245.61,27,5,2.90%,"$1,388",26/11/2024,Hyderabad,Desktop,Data Analytics Online,4.57%,$1.40,2.86%,$49.12,5.65
A3189,Data Analytics Course,153,4261,$230.25,27,7,4.60%,"$1,027",11/5/2024,Hyderabad,Desktop,Analytics For Data,3.59%,$1.50,4.58%,$32.89,4.46
A3190,Data Analytics Course,103,4796,$180.64,26,7,0.00%,"$1,102",11/3/2024,Hyderabad,Mobile,Data Analytics Training,2.15%,$1.75,6.80%,$25.81,6.10
A3191,Data Analytics Course,102,5229,$208.55,30,5,4.90%,"$1,065",15/11/2024,Hyderabad,Mobile,Analytics For Data,1.95%,$2.04,4.90%,$41.71,5.11
A3192,Data Analytics Course,199,3754,$220.16,26,0,4.50%,"$1,262",20/11/2024,Hyderabad,Tablet,Data Analytics Course,5.30%,$1.11,0.00%,$0.00,5.73
A3193,Data Analytics Course,96,4851,$229.12,27,6,0.00%,"$1,271",11/3/2024,Hyderabad,Tablet,Data Analytics Training,1.98%,$2.39,6.25%,$38.19,5.55
A3195,Data Analytics Course,170,5404,$218.24,24,5,0.00%,"$1,818",29/11/2024,Hyderabad,Desktop,Data Analytics Online,3.15%,$1.28,2.94%,$43.65,8.33
A3196,Data Analytics Course,145,3068,$237.70,24,7,0.00%,"$1,494",19/11/2024,Hyderabad,Mobile,Data Analytics Course,4.73%,$1.64,4.83%,$33.96,6.29
A3197,Data Analytics Course,148,5877,$213.84,25,8,0.00%,"$1,371",18/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.52%,$1.44,5.41%,$26.73,6.41
A3198,Data Analytics Course,141,4188,$228.12,16,9,0.00%,"$1,204",30/11/2024,Hyderabad,Desktop,Data Analytics Online,3.37%,$1.62,6.38%,$25.35,5.28
A3199,Data Analytics Course,89,5676,$183.58,14,0,0.00%,"$1,254",16/11/2024,Hyderabad,Mobile,Data Analytics Online,1.57%,$2.06,0.00%,$0.00,6.83
A3200,Data Analytics Course,140,4677,$223.74,20,9,6.40%,"$1,610",11/4/2024,Hyderabad,Mobile,Learn Data Analytics,2.99%,$1.60,6.43%,$24.86,7.20
A3202,Data Analytics Course,105,3548,$216.80,30,7,5.40%,"$1,663",14/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.96%,$2.06,6.67%,$30.97,7.67
A3203,Data Analytics Course,119,5944,$225.75,24,0,0.00%,"$1,516",13/11/2024,Hyderabad,Tablet,Analytics For Data,2.00%,$1.90,0.00%,$0.00,6.72
A3204,Data Analytics Course,128,4662,$187.28,23,9,0.00%,"$1,710",13/11/2024,Hyderabad,Desktop,Data Analytics Training,2.75%,$1.46,7.03%,$20.81,9.13
A3205,Data Analytics Course,120,4453,$240.34,23,8,6.70%,"$1,452",26/11/2024,Hyderabad,Tablet,Online Data Analytics,2.69%,$2.00,6.67%,$30.04,6.04
A3206,Data Analytics Course,163,5052,$234.73,24,6,0.00%,"$1,848",17/11/2024,Hyderabad,Mobile,Online Data Analytics,3.23%,$1.44,3.68%,$39.12,7.87
A3207,Data Analytics Course,94,4457,$246.18,14,6,5.30%,"$1,492",15/11/2024,Hyderabad,Tablet,Data Analytics Online,2.11%,$2.62,6.38%,$41.03,6.06
A3208,Data Analytics Course,0,5528,$185.93,21,5,4.50%,"$1,719",15/11/2024,Hyderabad,Mobile,Data Analytics Training,0.00%,$0.00,0.00%,$37.19,9.25
A3209,Data Analytics Course,146,4474,$190.94,18,10,0.00%,"$1,872",11/7/2024,Hyderabad,Tablet,Data Analytics Online,3.26%,$1.31,6.85%,$19.09,9.80
A3210,Data Analytics Course,193,5129,$243.78,13,10,5.20%,"$1,583",11/6/2024,Hyderabad,Tablet,Data Analytics Course,3.76%,$1.26,5.18%,$24.38,6.49
A3211,Data Analytics Course,96,5210,$223.05,10,8,8.30%,"$1,483",29/11/2024,Hyderabad,Tablet,Online Data Analytics,1.84%,$2.32,8.33%,$27.88,6.65
A3212,Data Analytics Course,150,3456,$242.22,16,7,4.70%,"$1,215",11/2/2024,Hyderabad,Desktop,Data Analytics Training,4.34%,$1.61,4.67%,$34.60,5.02
A3213,Data Analytics Course,130,4109,$207.10,19,6,4.60%,"$1,521",16/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.16%,$1.59,4.62%,$34.52,7.34
A3214,Data Analytics Course,99,3522,$210.01,28,9,3.40%,"$1,932",23/11/2024,Hyderabad,Mobile,Analytics For Data,2.81%,$2.12,9.09%,$23.33,9.20
A3215,Data Analytics Course,143,3600,$238.14,26,7,4.90%,"$1,891",11/9/2024,Hyderabad,Tablet,Analytics For Data,3.97%,$1.67,4.90%,$34.02,7.94
A3216,Data Analytics Course,116,3026,$209.03,24,9,0.00%,"$1,819",10/11/2024,Hyderabad,Desktop,Data Analytics Online,3.83%,$1.80,7.76%,$23.23,8.70
A3217,Data Analytics Course,120,4518.5,$214.76,29,5,4.20%,"$1,926",30/11/2024,Hyderabad,Mobile,Data Analytics Training,2.66%,$1.79,4.17%,$42.95,8.97
A3218,Data Analytics Course,115,4857,$195.05,29,9,7.80%,"$1,644",17/11/2024,Hyderabad,Desktop,Data Analytics Training,2.37%,$1.70,7.83%,$21.67,8.43
A3219,Data Analytics Course,175,5915,$223.39,23,8,4.20%,"$1,595",11/8/2024,Hyderabad,Tablet,Learn Data Analytics,2.96%,$1.28,4.57%,$27.92,7.14
A3220,Data Analytics Course,100,3948,$230.56,30,6,0.00%,"$1,234",11/12/2024,Hyderabad,Tablet,Analytics For Data,2.53%,$2.31,6.00%,$38.43,5.35
A3221,Data Analytics Course,114,5446,$207.62,11,8,0.00%,"$1,355",11/12/2024,Hyderabad,Mobile,Data Analytics Online,2.09%,$1.82,7.02%,$25.95,6.53
A3222,Data Analytics Course,109,5388,$205.68,22,6,5.50%,"$1,339",19/11/2024,Hyderabad,Desktop,Data Analytics Training,2.02%,$1.89,5.50%,$34.28,6.51
A3223,Data Analytics Course,154,5138,$194.15,17,7,4.50%,"$1,295",17/11/2024,Hyderabad,Mobile,Data Analytics Course,3.00%,$1.26,4.55%,$27.74,6.67
A3224,Data Analytics Course,199,3534,$238.67,24,5,2.50%,"$1,776",21/11/2024,Hyderabad,Mobile,Data Analytics Training,5.63%,$1.20,2.51%,$47.73,7.44
A3225,Data Analytics Course,98,4302,$183.40,16,9,9.20%,"$1,765",19/11/2024,Hyderabad,Desktop,Data Analytics Course,2.28%,$1.87,9.18%,$20.38,9.62
A3226,Data Analytics Course,196,4367,$238.44,20,7,0.00%,"$1,931",27/11/2024,Hyderabad,Desktop,Data Analytics Online,4.49%,$1.22,3.57%,$34.06,8.10
A3227,Data Analytics Course,81,3721,$222.89,17,4,4.60%,"$1,690",15/11/2024,Hyderabad,Desktop,Data Analytics Course,2.18%,$2.75,4.94%,$55.72,7.58
A3228,Data Analytics Course,150,4351,$203.70,26,8,0.00%,"$1,765",18/11/2024,Hyderabad,Desktop,Data Analytics Training,3.45%,$1.36,5.33%,$25.46,8.66
A3229,Data Analytics Course,121,3122,$237.57,29,6,5.00%,"$1,796",7/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.88%,$1.96,4.96%,$39.60,7.56
A3230,Data Analytics Course,124,3924,$188.66,24,6,4.10%,"$1,472",11/4/2024,Hyderabad,Tablet,Data Analytics Training,3.16%,$1.52,4.84%,$31.44,7.80
A3231,Data Analytics Course,108,4126,$219.33,22,3,2.80%,"$1,275",29/11/2024,Hyderabad,Mobile,Data Analytics Course,2.62%,$2.03,2.78%,$73.11,5.81
A3233,Data Analytics Course,178,3708,$192.77,20,10,5.60%,"$1,292",16/11/2024,Hyderabad,Tablet,Data Analytics Online,4.80%,$1.08,5.62%,$19.28,6.70
A3235,Data Analytics Course,147,3131,$242.53,10,4,0.00%,"$1,231",18/11/2024,Hyderabad,Desktop,Data Analytics Course,4.69%,$1.65,2.72%,$60.63,5.08
A3236,Data Analytics Course,88,5145,$242.90,16,10,4.30%,"$1,963",14/11/2024,Hyderabad,Tablet,Analytics For Data,1.71%,$2.76,11.36%,$24.29,8.08
A3237,Data Analytics Course,92,5241,$223.48,23,9,0.00%,"$1,050",18/11/2024,Hyderabad,Desktop,Data Analytics Online,1.76%,$2.43,9.78%,$24.83,4.70
A3238,Data Analytics Course,148,4149,$223.33,30,6,4.10%,"$1,318",11/8/2024,Hyderabad,Tablet,Data Analytics Course,3.57%,$1.51,4.05%,$37.22,5.90
A3239,Data Analytics Course,127,3791,$231.06,11,6,0.00%,"$1,351",3/11/2024,Hyderabad,Desktop,Online Data Analytics,3.35%,$1.82,4.72%,$38.51,5.85
A3240,Data Analytics Course,156,4375,$249.33,26,6,3.80%,"$1,663",15/11/2024,Hyderabad,Tablet,Data Analytics Course,3.57%,$1.60,3.85%,$41.56,6.67
A3241,Data Analytics Course,176,3753,$201.76,11,4,2.30%,"$1,070",11/7/2024,Hyderabad,Mobile,Data Analytics Training,4.69%,$1.15,2.27%,$50.44,5.30
A3242,Data Analytics Course,145,4275,$185.05,25,7,3.60%,"$1,574",9/11/2024,Hyderabad,Desktop,Data Analytics Training,3.39%,$1.28,4.83%,$26.44,8.51
A3243,Data Analytics Course,136,4332,$234.52,19,6,4.30%,"$1,162",18/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.14%,$1.72,4.41%,$39.09,4.95
A3244,Data Analytics Course,150,4001,$219.10,25,6,0.00%,"$1,365",11/9/2024,Hyderabad,Tablet,Online Data Analytics,3.75%,$1.46,4.00%,$36.52,6.23
A3245,Data Analytics Course,145,4436,$190.63,13,10,6.90%,"$1,502",21/11/2024,Hyderabad,Tablet,Data Analytics Course,3.27%,$1.31,6.90%,$19.06,7.88
A3246,Data Analytics Course,165,5661,$215.57,28,6,3.60%,"$1,848",11/2/2024,Hyderabad,Desktop,Data Analytics Online,2.91%,$1.31,3.64%,$35.93,8.57
A3247,Data Analytics Course,183,5746,$248.15,14,5,5.30%,"$1,012",25/11/2024,Hyderabad,Tablet,Data Analytics Course,3.18%,$1.36,2.73%,$49.63,4.08
A3248,Data Analytics Course,176,3906,$214.00,29,4,3.70%,"$1,382",25/11/2024,Hyderabad,Tablet,Online Data Analytics,4.51%,$1.22,2.27%,$53.50,6.46
A3250,Data Analytics Course,0,4093,$230.81,15,6,0.00%,"$1,713",2/11/2024,Hyderabad,Desktop,Data Analytics Course,0.00%,$0.00,0.00%,$38.47,7.42
A3251,Data Analytics Course,95,4933,$220.04,15,3,0.00%,"$1,366",11/4/2024,Hyderabad,Mobile,Data Analytics Training,1.93%,$2.32,3.16%,$73.35,6.21
A3252,Data Analytics Course,83,5180,$209.62,30,4,0.00%,"$1,972",13/11/2024,Hyderabad,Desktop,Analytics For Data,1.60%,$2.53,4.82%,$52.41,9.41
A3253,Data Analytics Course,91,4988,$217.34,10,10,11.00%,"$1,508",29/11/2024,Hyderabad,Mobile,Learn Data Analytics,1.82%,$2.39,10.99%,$21.73,6.94
A3254,Data Analytics Course,107,5510,$216.10,14,8,7.50%,"$1,857",19/11/2024,Hyderabad,Mobile,Online Data Analytics,1.94%,$2.02,7.48%,$27.01,8.59
A3255,Data Analytics Course,83,3187,$215.57,25,10,3.40%,"$1,571",11/7/2024,Hyderabad,Mobile,Learn Data Analytics,2.60%,$2.60,12.05%,$21.56,7.29
A3256,Data Analytics Course,166,3788,$238.56,18,8,4.80%,"$1,657",6/11/2024,Hyderabad,Mobile,Learn Data Analytics,4.38%,$1.44,4.82%,$29.82,6.95
A3257,Data Analytics Course,182,4575,$233.74,24,10,0.00%,"$1,844",13/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.98%,$1.28,5.49%,$23.37,7.89
A3258,Data Analytics Course,188,4382,$249.50,12,9,4.90%,"$1,746",13/11/2024,Hyderabad,Desktop,Analytics For Data,4.29%,$1.33,4.79%,$27.72,7.00
